study_id,kikm_uri,variable,variable_label,type
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYGMTR,Cognition Development Assessment Bayley Gross Motor - Raw Score,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYGMTS,Cognition Development Assessment Bayley Gross Motor - Scale,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYLNGC,Cognition Development Assessment Bayley Language - Composite Score,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYLNGS,Cognition Development Assessment Bayley Language - Scale,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYMOTC,Cognition Development Assessment Bayley Motor - Composite Score,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYMOTS,Cognition Development Assessment Bayley Motor - Scale,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYRCMR,Cognition Development Assessment Bayley Receptive Comm - Raw Score,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BALYRCMS,Cognition Development Assessment Bayley Receptive Communication - Scale,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BR9ACT,Cognition Development Assessment Behavior rating (9pt) - Activity,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BR9APP,Cognition Development Assessment Behavior rating (9pt) - Approach,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BR9COP,Cognition Development Assessment Behavior rating (9pt) - Cooperating,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BR9GET,Cognition Development Assessment Behavior rating (9pt) - Gen Emotion Tone,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BR9VOC,Cognition Development Assessment Behavior rating (9pt) - Vocalization,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MAGE,Maternal age at birth of child (yrs),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MHTCM,Maternal height (cm),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MWTKG,Maternal weight (kg),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MBMI,Maternal BMI (kg/m**2),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MEDUCYRS,"Mother, years of education",subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MWORK,Mother type or work,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MWORKTM,"Mother, time spent at work",subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MHGB,Maternal Hemoglobin (g/dL),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FSMKSTAT,Fathers smoking status,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FEDUCYRS,"Father, years of education",subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FWORK,Father type of work,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FWORKTM,"Father, time spent at work",subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ABT,Index pregnancy induced abortion?,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MSCR,Index pregnancy ended in miscarriage?,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,STLBRTH,Index pregnancy ended in still birth?,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LVBRTH,Index pregnancy ended in live birth?,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MAGE1ST,Maternal age (yrs) time of 1st delivery,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,PARITY,Maternal parity,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DLVLOCN,Location of delivery (num),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DLVLOC,Location of delivery,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DLVPSNN,Person conducting the delivery (num),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DLVPSN,Person conducting the delivery,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ALMIRA,Almira,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BED,Bed,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BICYCLE,Bicycle,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CATTLE,Cattle,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CHICKEN,Chickens,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DAI,Durable Asset Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DCI,Dwelling Characteristics Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DTABLE,Dressing table,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DUCK,Duck,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ELEC,Electricity,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,GOAT,Goats,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LOAN,Loan (Taka),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LOI,Land Ownership Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LSI,Living Standard Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MCYCLE,Motorcycle,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MOBILE,Mobile phone,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,NADULT,Number of adults in the house,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,NCHLDLT5,Number of children <5 in house,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,NROOMS,Number rooms in house,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,PAI,Productive Asset Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,PUMP,Irrigation pumps,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,RADIO,Radio,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,RICKSHAW,Rickshaw/Auto,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,SEWING,Sewing machine,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,SOAP,Soap,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,TV,Television,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,WATCH,Watch in the home,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,WI,Wealth Index,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FLOOR,Type floor in house,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,H2OSRCB,Source of bathing water,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,H2OSRCC,Source of cooking water,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,H2OSRCK,Source for washing kitchen utensils,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,H2OSRCP,Source drinking water,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,H2OSRCS,Source of sanitation water,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,KITCHDSC,Kitchen description,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ROOF,Type of roof over home,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,SANITATN,Type of sanitary facility,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ACARO,Alpha-Carotene (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,AGP,Alpha-1-Acid Glycoprotein (g/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ATOCO,Alpha-tocopherol (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BCARO,Beta-Carotene (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,BCRYP,Beta-cryptoxanthin (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CHOL,Cholesterol (mg/dL),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CRP,C Reactive Protein (mg/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CU,Copper (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FERRITIN,Ferritin (ug/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,FOLATE,Folate (nmol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,GTOCO,Gama-tocopherol (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,HGB,Hemoglobin (g/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LUTZ,Lutein-zeaxanthin (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LYCOP,Lycopene (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,PH,pH,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,PROT,Protein,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,RETINOL,Retinol (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,SEL,Selenium (ug/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,STRF,Soluble Tranferrin Receptor (ug/ml),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,TG,Thyroglobulin (ng/mL),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,TRIG,Triglycerides (mg/dL),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,VITAB12,Vitamin B-12 (pmol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,VITAB2,Vitamin B-2/Riboflavin (nmol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,VITAB6,Vitamin B-6 (nmol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,VITD,Vitamin D (nmol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ZN,Zinc (umol/L),time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,DIABP,Diastolic Blood Pressure,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,SYSBP,Systolic Blood Pressure,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,TEMP,Temperature,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,WEIGHT,Weight,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CIMP100,Child-100 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CIMP200,Child-200 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CIMP5,Child-5 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CIMP50,Child-50 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CPA100,Child-100 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CPA200,Child-200 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CPA5,Child-5 kHz phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CPA50,Child-50 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CREACT100,Child-100 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CREACT200,Child-200 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CREACT5,Child-5 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CREACT50,Child-50 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CRESI100,Child-100 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CRESI200,Child-200 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CRESI5,Child-5 kHz resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CRESI50,Child-50 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MIMP100,Mother-100 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MIMP200,Mother-200 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MIMP5,Mother-5 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MIMP50,Mother-50 kHz impedance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MPA100,Mother-100 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MPA200,Mother-200 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MPA5,Mother-5 kHz phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MPA50,Mother-50 phase angle,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MREACT100,Mother-100 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MREACT200,Mother-200 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MREACT5,Mother-5 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MREACT50,Mother-50 kHz reactance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MRESI100,Mother-100 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MRESI200,Mother-200 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MRESI5,Mother-5 kHz resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,MRESI50,Mother-50 resistance,time-varying
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CTRYCD,Country of investigative site (code),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,COUNTRY,Country of investigative site,subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,CITYTOWN,"City, town or village",subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LATITUDE,Latitude  (degrees),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,LONGITUD,Longitude (degrees),subject-level
JiVitA-3,http://debategraph.org/Details.aspx?nid=420722,ELEVATN,Elevation (feet),subject-level
Keneba,,STUDYID,Study ID,subject-level
Keneba,,SUBJID,Subject ID,subject id
Keneba,,AGEDAYS,Age since birth at examination (days),time indicator
Keneba,,WTKG,Weight (kg),time-varying
Keneba,,HTCM,Standing height (cm),time-varying
Keneba,,BMI,BMI (kg/m**2),time-varying
Keneba,,HCIRCM,Head circumference (cm),time-varying
Keneba,,MUACCM,Mid upper-arm circmuference (cm),time-varying
Keneba,,TSFTMM,Triceps skinfold thickness (mm),time-varying
Keneba,,WAZ,Weight for age z-score,time-varying
Keneba,,HAZ,Length/height for age z-score,time-varying
Keneba,,WHZ,Weight for length/height z-score,time-varying
Keneba,,BAZ,BMI for age z-score,time-varying
Keneba,,HCAZ,Head circum for age z-score,time-varying
Keneba,,MUAZ,MUAC for age z-score,time-varying
Keneba,,TSFTAZ,Tricep SFT for age z-score,time-varying
Keneba,,BFEDFL,Child breast fed on this day,time-varying
Keneba,,WEANFL,Child being weaned on this day,time-varying
Keneba,,SITEID,Investigational Site ID,subject-level
Keneba,,SEXN,Sex (numeric),subject-level
Keneba,,SEX,Sex,subject-level
Keneba,,GAGEBRTH,Gestational age at birth (days),subject-level
Keneba,,BRTHWEEK,Week of Birth,subject-level
Keneba,,BWTREPT,Reported birth weight (gm),subject-level
Keneba,,BIRTHLEN,Birth length (cm),subject-level
Keneba,,BIRTHHC,Birth head circumference (cm),subject-level
Keneba,,AGEDTH,Age on day of death (days),subject-level
Keneba,,MAGE,Maternal age at birth of child (yrs),subject-level
Keneba,,MHTCM,Maternal height (cm),subject-level
Keneba,,FHTCM,Fathers height (cm),subject-level
Keneba,,PARITY,Maternal parity,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,STUDYID,Study ID,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,SUBJID,Subject ID,subject id
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,SITEID,Investigational Site ID,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,SEXN,Sex (numeric),subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,SEX,Sex,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,CTRYCD,Country of investigative site (code),subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,COUNTRY,Country of investigative site,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,AGEDAYS,Age since birth at examination (days),time indicator
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,WTKG,Weight (kg),time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,LENCM,Recumbent length (cm),time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,HCIRCM,Head circumference (cm),time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,WAZ,Weight for age z-score,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,HAZ,Length/height for age z-score,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,WHZ,Weight for length/height z-score,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,HCAZ,Head circum for age z-score,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,EAEC_CUM,Cumulative count of the number of positive EAEC samples,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,CAMPY_CUM,Cumulative count of the number of positive Campylobacter samples,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,CRYPTO_CUM,Cumulative count of the number of positive cryptosporidium samples,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,GIARD_CUM,Cumulative count of the number of positive giardia samples,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,ATYPICALEPEC_CUM,Cumulative count of the number of positive atypical EPEC samples,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,SUMPATHG_CUM,Number of pathogens cumulatively using only the first monthly stool collected and the first diarrhea stool collected,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,PATHSCORE_NONRV,Average number of pathogens to date excluding information from norovirus,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BACTERIA_CUM,Number of stool samples in which bacteria were identified,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,PARASITE_CUM,Number of stool samples in which a parasite was identified,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,VIRUS_CUM,Number of stool samples in which a virus was identified,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BMONTH,Number of bacteria found this month,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,PMONTH,Number of parasites found this month,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,VMONTH,Number of viruses found this month,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,CSUMDIAR,Total number of days with diarrhea up to month 24,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,CSUMEP,Total number of diarrhea episodes up to month 24,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,DIARDAYS,Number of days this month with diarrhea,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,DIAREPS,Number of diarrhea episodes this month,time-varying
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,DAYS06,Number of days in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXC06,Number of days exclusively breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEX06P,Percentage of days exclusively breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPR06,Number of days predominantly breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXPR06,Number of days exclusively or predominantly breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXPR06P,Percentage of days exclusively or predominantly breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPAR06,Number of days partially breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFNO06,Number of days not breastfed in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,DAYS69,Number of days in months 0-6,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXC69,Number of days exclusively breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEX69P,Percentage of days exclusively breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPR69,Number of days predominantly breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXPR69,Number of days exclusively or predominantly breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXPR69P,Percentage of days exclusively or predominantly breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPAR69,Number of days partially breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFNO69,Number of days not breastfed in months 7-9,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,DAYS924,Number of days in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFEXC924,Number of days exclusively breastfed in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPR924,Number of days predominantly breastfed in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFPAR924,Number of days partially breastfed in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFNO924,Number of days not breastfed in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFANY924,Number of days with any breastfeeding in months 10-24,subject-level
MAL-ED,http://debategraph.org/Details.aspx?nid=420653,BFANY924P,Percentage of days with any breastfeeding in months 10-24,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,STUDYID,Study ID,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,SUBJID,Subject ID,subject id
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,SUBJIDO,Original Subject ID,subject id
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,SITEID,Investigational Site ID,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,SEXN,Sex (numeric),subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,SEX,Sex,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ARMCD,Treatment Arm Code,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ARM,Treatment Arm,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,CTRYCD,Country of investigative site (code),subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,COUNTRY,Country of investigative site,subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,CITYTOWN,"City, town or village",subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,LATITUDE,Latitude  (degrees),subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,LONGITUD,Longitude (degrees),subject-level
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,AGEDAYS,Age since birth at examination (days),time indicator
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ANTPTNUM,Time point (num),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ANTPT,Time point description,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,WTKG,Weight (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,LENCM,Recumbent length (cm),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,BMI,BMI (kg/m**2),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,MUACCM,Mid upper-arm circumference (cm),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,WAZ,Weight for age z-score,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,HAZ,Length/height for age z-score,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,WHZ,Weight for length/height z-score,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,BAZ,BMI for age z-score,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,MUAZ,MUAC for age z-score,time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,R_WAZ,Weight for age z-score (rpt),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,R_HAZ,Length/height for age z-score (rpt),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,R_WHZ,Weight for length/height z-score (rpt),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,FFMKG,Fat-free mass (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,FFMPCT,Fat-free mass (% of body weight),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,FMKG,Fat mass (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,FMPCT,Fat mass (% of body weight),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,TBW,Total Body Water (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,TBWPC,Total Body Water (% of body weight),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,DRYLEAN,Dry Lean Weight (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ECWL,Extracellular Water (L),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ECWPC,Extracellular Water (%),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ICWL,Intracellular Water (L),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,ICWPC,Intracellular Water (%),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,LEANKG,Lean Muscle Mass (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,MASSCELL,Body Cell Mass (kg),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,THRDSPCE,3rd Space Water (L),time-varying
MaliMMAM,http://debategraph.org/Details.aspx?nid=420660,PEDEMA,Bilateral Pedal Edema,time-varying
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,STUDYID,Study ID,subject-level
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,SUBJID,Subject ID,subject id
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,SUBJIDO,Original Subject ID,subject id
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,SITEID,Investigational Site ID,subject-level
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,SEXN,Sex (numeric),subject-level
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,SEX,Sex,subject-level
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,DURBRST,Breastfeeding duration (days),subject-level
Maya Dual Burden,http://debategraph.org/Details.aspx?nid=420709,GAGEBRTH,Gestational age at birth (days),subject-level
